Item	Question	Answer
guinea pig	can the animal be typically found in a circus?	prey animals, social animals, aquatic animals, circuses, circus, circus performances
hedgehog	is it a carnivore or herbivore?	fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it a vertebrate or invertebrate?	vertebrates, other small invertebrates, fruits, small invertebrates, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	has it ever been domesticated?	fruits, domesticated hedgehogs, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it a mammal?	mammals, fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	does it have fur?	fur, fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	in which environments does it live?	environments, fruits, jumping abilities, solitary animals, suitability, solitary hunters, arctic environments, suitable habitats, echolocate ability
hedgehog	what does it eat?	fruits, jumping abilities, solitary animals, suitability, distinguishable features, solitary hunters, suitable habitats, echolocate ability
hedgehog	how many legs does it have if any?	fruits, legs, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	does it produce eggs?	fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it a prey or a predator?	fruits, prey, predators, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	does it have wings legs or fins?	fruits, legs, wings, fins, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	in what continents does it predominantly live?	fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it considered dangerous to humans?	fruits, dangerous hedgehogs, jumping abilities, humans, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability, circus performances
hedgehog	is it eaten by humans?	fruits, jumping abilities, humans, solitary animals, suitability, distinguishable features, solitary hunters, suitable habitats, echolocate ability, circus performances
hedgehog	is the animal capable of jumping?	larger animals, jumping, jumping abilities, solitary animals, aquatic animals
hedgehog	is it taller than humans on average?	fruits, jumping abilities, humans, solitary animals, suitability, nocturnal meaning, solitary hunters, suitable habitats, echolocate ability, circus performances
hedgehog	does it live in groups?	fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it commonly kept as a pet?	exotic pets, fruits, jumping abilities, solitary animals, pets, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	does it migrate long distances?	fruits, jumping abilities, solitary animals, suitability, long distances, solitary hunters, suitable habitats, length, echolocate ability
hedgehog	is it known for its intelligence?	fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it an endangered species?	fruits, jumping abilities, solitary animals, suitability, species, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it a nocturnal animal?	fruits, larger animals, jumping abilities, solitary animals, suitability, nocturnal meaning, solitary hunters, aquatic animals, suitable habitats, echolocate ability
hedgehog	does it hibernate?	fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	does it have sharp teeth?	fruits, jumping abilities, solitary animals, suitability, sharp teeth, solitary hunters, suitable habitats, echolocate ability
hedgehog	does it have sharp claws?	fruits, jumping abilities, solitary animals, suitability, sharp teeth, claws, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it a feline?	fruits, jumping abilities, solitary animals, suitability, felines, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it an amphibian?	fruits, jumping abilities, solitary animals, suitability, amphibians, solitary hunters, suitable habitats, echolocate ability
hedgehog	is it a reptile?	fruits, jumping abilities, solitary animals, suitability, reptiles, solitary hunters, suitable habitats, echolocate ability
hedgehog	what is its most distinguishable feature?	distinguishable features
hedgehog	does x have cold or warm blood?	warm blood
hedgehog	does x hunt in a group?	solitary hunters
hedgehog	how does x communicate with other similar?	other small invertebrates
hedgehog	does x have scales?	scales
hedgehog	is the animal aquatic?	larger animals, solitary animals, aquatic animals
hedgehog	is this an arctic animal?	larger animals, solitary animals, aquatic animals, arctic environments
hedgehog	is this animal exploited by humans?	larger animals, humans, solitary animals, distinguishable features, aquatic animals, circus performances
hedgehog	does the animal live in cities?	larger animals, solitary animals, aquatic animals
hedgehog	does this animal fly?	larger animals, solitary animals, aquatic animals
hedgehog	how fast is it?	fruits, jumping abilities, solitary animals, suitability, solitary hunters, suitable habitats, echolocate ability
hedgehog	what are its dimensions?	
hedgehog	does the animal have moist or scaly skin?	larger animals, solitary animals, aquatic animals, dry covered skin
hedgehog	can the animal echolocate?	larger animals, solitary animals, aquatic animals, echolocate ability
hedgehog	can the animal metamorphose?	larger animals, solitary animals, aquatic animals
hedgehog	can the animal be typically found in a circus?	larger animals, solitary animals, aquatic animals, circuses, circus, circus performances
elephant seal	is it a carnivore or herbivore?	feeding carnivores, availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	is it a vertebrate or invertebrate?	vertebrates, availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	has it ever been domesticated?	availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	is it a mammal?	mammals, availability, jumping abilities, other marine mammals, competition, solitary hunters, aquatic mammals, such exploitation, cities
elephant seal	does it have fur?	fur, availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	in which environments does it live?	lives, availability, jumping abilities, competition, solitary hunters, arctic environments, such exploitation, cities
elephant seal	what does it eat?	feeding carnivores, availability, jumping abilities, feeding, threats, competition, distinguishable features, solitary hunters, same feeding areas, such exploitation, cities
elephant seal	how many legs does it have if any?	availability, jumping abilities, many populations, competition, solitary hunters, such exploitation, cities
elephant seal	does it produce eggs?	availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	is it a prey or a predator?	feeding carnivores, availability, predators, jumping abilities, feeding, competition, solitary hunters, same feeding areas, such exploitation, cities
elephant seal	does it have wings legs or fins?	availability, wings, fins, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	in what continents does it predominantly live?	lives, availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	is it considered dangerous to humans?	availability, humans, jumping abilities, many populations, competition, solitary hunters, such exploitation, cities
elephant seal	is it eaten by humans?	feeding carnivores, availability, humans, jumping abilities, feeding, threats, many populations, competition, distinguishable features, solitary hunters, same feeding areas, such exploitation, cities
elephant seal	is the animal capable of jumping?	marine animals, large animals, jumping, jumping abilities, social animals, wild animals, wild marine animals, capable swimmers
elephant seal	is it taller than humans on average?	availability, humans, jumping abilities, many populations, competition, solitary hunters, such exploitation, cities
elephant seal	does it live in groups?	lives, availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	is it commonly kept as a pet?	availability, jumping abilities, pets, competition, solitary hunters, such exploitation, cities
elephant seal	does it migrate long distances?	availability, jumping abilities, lengths, longdistance, longdistance migrations, competition, solitary hunters, such exploitation, cities
elephant seal	is it known for its intelligence?	lives, availability, jumping abilities, high intelligence, competition, solitary hunters, such exploitation, cities
elephant seal	is it an endangered species?	availability, jumping abilities, species, competition, solitary hunters, such exploitation, cities
elephant seal	is it a nocturnal animal?	marine animals, availability, large animals, jumping abilities, social animals, wild animals, strict nocturnal patterns, competition, solitary hunters, such exploitation, wild marine animals, cities
elephant seal	does it hibernate?	availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	does it have sharp teeth?	availability, jumping abilities, sharp teeth, competition, sharp claws, solitary hunters, such exploitation, cities
elephant seal	does it have sharp claws?	availability, jumping abilities, sharp teeth, competition, sharp claws, solitary hunters, such exploitation, cities
elephant seal	is it a feline?	availability, jumping abilities, competition, felines, solitary hunters, such exploitation, cities
elephant seal	is it an amphibian?	availability, jumping abilities, competition, amphibians, solitary hunters, such exploitation, cities
elephant seal	is it a reptile?	availability, jumping abilities, competition, reptiles, solitary hunters, such exploitation, cities
elephant seal	what is its most distinguishable feature?	distinguishable features
elephant seal	does x have cold or warm blood?	warm blood
elephant seal	does x hunt in a group?	solitary hunters
elephant seal	how does x communicate with other similar?	other marine mammals, other resources
elephant seal	does x have scales?	scales
elephant seal	is the animal aquatic?	marine animals, large animals, social animals, wild animals, aquatic mammals, wild marine animals
elephant seal	is this an arctic animal?	marine animals, subantarctic regions, large animals, social animals, wild animals, arctic environments, wild marine animals
elephant seal	is this animal exploited by humans?	marine animals, humans, large animals, social animals, wild animals, many populations, conservation efforts, distinguishable features, such exploitation, wild marine animals
elephant seal	does the animal live in cities?	marine animals, lives, large animals, social animals, wild animals, wild marine animals, cities
elephant seal	does this animal fly?	marine animals, large animals, social animals, wild animals, wild marine animals
elephant seal	how fast is it?	availability, jumping abilities, competition, solitary hunters, such exploitation, cities
elephant seal	what are its dimensions?	
elephant seal	does the animal have moist or scaly skin?	marine animals, large animals, social animals, wild animals, wild marine animals, moist covered skin
elephant seal	can the animal echolocate?	marine animals, large animals, social animals, wild animals, wild marine animals
elephant seal	can the animal metamorphose?	marine animals, large animals, social animals, wild animals, wild marine animals
elephant seal	can the animal be typically found in a circus?	marine animals, large animals, social animals, wild animals, wild marine animals, circuses
walrus	is it a carnivore or herbivore?	feeding carnivores, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it a vertebrate or invertebrate?	benthic invertebrates, vertebrates, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	has it ever been domesticated?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it a mammal?	mammals, jumping abilities, wild marine mammals, suitable ice floes, learn ability, habitat, habitat loss, marine adapted mammals, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	does it have fur?	sparse fur, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	in which environments does it live?	jumping abilities, suitable ice floes, learn ability, environment, habitat, habitat loss, arctic environments, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	what does it eat?	feeding carnivores, meat, meat blubber, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, distinguishable features, blubber meat, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	how many legs does it have if any?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	does it produce eggs?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it a prey or a predator?	feeding carnivores, predators, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	does it have wings legs or fins?	wings, fins, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	in what continents does it predominantly live?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it considered dangerous to humans?	humans, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it eaten by humans?	feeding carnivores, humans, meat, meat blubber, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, distinguishable features, blubber meat, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is the animal capable of jumping?	large powerful animals, jumping, jumping abilities, social animals, intelligent animals, wild marine animals, capable swimmers, wild marine unsuitable animals
walrus	is it taller than humans on average?	humans, jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	does it live in groups?	jumping abilities, large groups, suitable ice floes, learn ability, habitat, habitat loss, small groups, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it commonly kept as a pet?	jumping abilities, pets, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	does it migrate long distances?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, long sharp tusks, long tusks, cities, length, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it known for its intelligence?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it an endangered species?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it a nocturnal animal?	large powerful animals, jumping abilities, social animals, suitable ice floes, intelligent animals, learn ability, habitat, habitat loss, strict nocturnal patterns, wild marine animals, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	does it hibernate?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	does it have sharp teeth?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, long sharp tusks, sharp claws, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	does it have sharp claws?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, long sharp tusks, sharp claws, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it a feline?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, felines, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it an amphibian?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, amphibians, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	is it a reptile?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, reptiles, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	what is its most distinguishable feature?	distinguishable features
walrus	does x have cold or warm blood?	warm blood
walrus	does x hunt in a group?	large groups, small groups
walrus	how does x communicate with other similar?	other mollusks
walrus	does x have scales?	scales
walrus	is the animal aquatic?	large powerful animals, social animals, intelligent animals, wild marine animals, wild marine unsuitable animals
walrus	is this an arctic animal?	arctic regions, arctic ocean, large powerful animals, arctic cultures, social animals, intelligent animals, arctic environments, wild marine animals, wild marine unsuitable animals
walrus	is this animal exploited by humans?	humans, large powerful animals, social animals, intelligent animals, distinguishable features, conservation efforts, wild marine animals, wild marine unsuitable animals
walrus	does the animal live in cities?	large powerful animals, social animals, intelligent animals, wild marine animals, cities, wild marine unsuitable animals
walrus	does this animal fly?	large powerful animals, social animals, intelligent animals, wild marine animals, wild marine unsuitable animals
walrus	how fast is it?	jumping abilities, suitable ice floes, learn ability, habitat, habitat loss, cities, echolocate ability, wild marine unsuitable animals, captivity
walrus	what are its dimensions?	
walrus	does the animal have moist or scaly skin?	large powerful animals, social animals, intelligent animals, wild marine animals, moist covered skin, wild marine unsuitable animals
walrus	can the animal echolocate?	large powerful animals, social animals, intelligent animals, wild marine animals, echolocate ability, wild marine unsuitable animals
walrus	can the animal metamorphose?	large powerful animals, social animals, intelligent animals, wild marine animals, wild marine unsuitable animals
walrus	can the animal be typically found in a circus?	large powerful animals, social animals, intelligent animals, wild marine animals, circuses, wild marine unsuitable animals
beaver	is it a carnivore or herbivore?	feeding herbivores, captivity, habitats, herbivores, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it a vertebrate or invertebrate?	vertebrates, captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	has it ever been domesticated?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it a mammal?	captivity, mammals, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	does it have fur?	captivity, fur, dense waterproof fur coat, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, fur trade, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	in which environments does it live?	captivity, freshwater environments, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, arctic environments, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	what does it eat?	feeding herbivores, captivity, habitats, meat, jumping abilities, territory, adaptability, problemsolving abilities, threats, distinguishable features, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	how many legs does it have if any?	captivity, habitats, legs, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, many areas, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	does it produce eggs?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it a prey or a predator?	feeding herbivores, captivity, habitats, prey, prey animals, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	does it have wings legs or fins?	captivity, habitats, legs, wings, fins, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	in what continents does it predominantly live?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it considered dangerous to humans?	captivity, habitats, humans, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, many areas, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it eaten by humans?	feeding herbivores, captivity, habitats, humans, meat, jumping abilities, territory, adaptability, problemsolving abilities, threats, distinguishable features, traditional sense, many areas, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is the animal capable of jumping?	prey animals, jumping, jumping abilities, social animals, wild animals
beaver	is it taller than humans on average?	captivity, habitats, humans, jumping abilities, territory, adaptability, problemsolving abilities, crepuscular meaning, traditional sense, many areas, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	does it live in groups?	captivity, habitats, jumping abilities, family known groups, territory, adaptability, problemsolving abilities, traditional sense, family groups, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it commonly kept as a pet?	captivity, pets, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	does it migrate long distances?	captivity, habitats, jumping abilities, length, long distances, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it known for its intelligence?	captivity, habitats, jumping abilities, family known groups, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it an endangered species?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it a nocturnal animal?	captivity, habitats, prey animals, jumping abilities, social animals, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, wild animals, habitat, specific habitat requirements
beaver	does it hibernate?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	does it have sharp teeth?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, sharp incisor teeth, sharp claws, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	does it have sharp claws?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, sharp incisor teeth, sharp claws, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it a feline?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, felines, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it an amphibian?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, amphibians, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	is it a reptile?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, reptiles, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	what is its most distinguishable feature?	distinguishable features
beaver	does x have cold or warm blood?	warm blood
beaver	does x hunt in a group?	family known groups, family groups
beaver	how does x communicate with others of the same species?	
beaver	does x have scales?	scales
beaver	is the animal aquatic?	aquatic plants, prey animals, social animals, semiaquatic spending, wild animals
beaver	is this an arctic animal?	prey animals, social animals, arctic environments, wild animals
beaver	is this animal exploited by humans?	prey animals, humans, social animals, distinguishable features, many areas, wild animals
beaver	does the animal live in cities?	prey animals, social animals, wild animals
beaver	does this animal fly?	prey animals, social animals, wild animals
beaver	how fast is it?	captivity, habitats, jumping abilities, territory, adaptability, problemsolving abilities, traditional sense, suitable water sources, echolocate ability, habitat, specific habitat requirements
beaver	what are its dimensions?	
beaver	does the animal have moist or scaly skin?	prey animals, social animals, moist skin, wild animals
beaver	can the animal echolocate?	prey animals, social animals, echolocate ability, wild animals
beaver	can the animal metamorphose?	prey animals, social animals, wild animals
beaver	can the animal be typically found in a circus?	prey animals, social animals, circuses, wild animals
platypus	is it a carnivore or herbivore?	platypus is carnivore, carnivore, jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it a vertebrate or invertebrate?	platypus is vertebrate, vertebrate, aquatic invertebrates, jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	has it ever been domesticated?	jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it a mammal?	platypus is mammal, mammal, few mammals, jumping abilities, solitary animals, habitat, mammals, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	does it have fur?	fur, dense waterproof fur coat, jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	in which environments does it live?	freshwater environments, jumping abilities, solitary animals, habitat, environmental changes, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	what does it eat?	feeding predator, jumping abilities, solitary animals, habitat, distinguishable features, solitary hunters, exploitation, habitat destruction, threat, cities, echolocate ability, specific habitat requirements
platypus	how many legs does it have if any?	legs, hind legs, jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	does it produce eggs?	eggs, jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it a prey or a predator?	platypus is predator, feeding predator, jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	does it have wings legs or fins?	legs, wings, fins, hind legs, jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	in what continents does it predominantly live?	jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it considered dangerous to humans?	humans, jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it eaten by humans?	feeding predator, humans, jumping abilities, solitary animals, habitat, distinguishable features, solitary hunters, exploitation, habitat destruction, threat, cities, echolocate ability, specific habitat requirements
platypus	is the animal capable of jumping?	small aquatic animals, jumping, jumping abilities, solitary animals, wild animals
platypus	is it taller than humans on average?	humans, jumping abilities, solitary animals, habitat, crepuscular meaning, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	does it live in groups?	jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it commonly kept as a pet?	jumping abilities, solitary animals, pets, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	does it migrate long distances?	jumping abilities, solitary animals, long distances, habitat, solitary hunters, exploitation, habitat destruction, cities, length, echolocate ability, specific habitat requirements
platypus	is it known for its intelligence?	jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it an endangered species?	jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it a nocturnal animal?	small aquatic animals, jumping abilities, solitary animals, wild animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	does it hibernate?	jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	does it have sharp teeth?	jumping abilities, solitary animals, habitat, small sharp adapted teeth, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	does it have sharp claws?	jumping abilities, solitary animals, habitat, small sharp adapted teeth, claws, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it a feline?	jumping abilities, solitary animals, habitat, platypus is feline, feline, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it an amphibian?	jumping abilities, solitary animals, habitat, platypus is amphibian, amphibian, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	is it a reptile?	jumping abilities, solitary animals, habitat, platypus is reptile, reptile, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	what is its most distinguishable feature?	distinguishable features
platypus	does x have cold or warm blood?	warm blood
platypus	does x hunt in a group?	solitary hunters
platypus	how does x communicate with other similar?	
platypus	does x have scales?	scales
platypus	is the animal aquatic?	aquatic invertebrates, small aquatic animals, solitary animals, wild animals, semiaquatic spending
platypus	is this an arctic animal?	small aquatic animals, solitary animals, wild animals, arctic regions
platypus	is this animal exploited by humans?	small aquatic animals, humans, solitary animals, wild animals, distinguishable features, exploitation
platypus	does the animal live in cities?	small aquatic animals, solitary animals, wild animals, cities
platypus	does this animal fly?	small aquatic animals, solitary animals, wild animals
platypus	how fast is it?	jumping abilities, solitary animals, habitat, solitary hunters, exploitation, habitat destruction, cities, echolocate ability, specific habitat requirements
platypus	what are its dimensions?	
platypus	does the animal have moist or scaly skin?	small aquatic animals, solitary animals, wild animals, moist covered skin
platypus	can the animal echolocate?	small aquatic animals, solitary animals, wild animals, echolocate ability
platypus	can the animal metamorphose?	small aquatic animals, solitary animals, wild animals
platypus	can the animal be typically found in a circus?	small aquatic animals, solitary animals, wild animals, circuses
tasmanian devil	is it a carnivore or herbivore?	devil is carnivore, carnivore, various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	is it a vertebrate or invertebrate?	devil is vertebrate, vertebrate, various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	has it ever been domesticated?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	is it a mammal?	devil is mammal, mammal, various habitats, small mammals, mammals birds, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, mammals, cities, echolocate ability
tasmanian devil	does it have fur?	coarse fur, various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, fur, cities, echolocate ability
tasmanian devil	in which environments does it live?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, aquatic environments, cities, echolocate ability
tasmanian devil	what does it eat?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, threat, distinguishable features, cities, echolocate ability
tasmanian devil	how many legs does it have if any?	various habitats, legs, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	does it produce eggs?	various habitats, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
tasmanian devil	is it a prey or a predator?	various habitats, prey, predators, strong bite, jumping abilities, solitary animals, carrion sites, problemsolving abilities, cities, echolocate ability
